Word	Bigram	Conc.M	Conc.SD	Unknown	Total	Percent_known	SUBTLEX
midwinter	0	3.41	1.37	0	27	1.00	2
midyear	0	3.26	1.32	0	31	1.00	0
might	0	2.32	1.22	0	28	1.00	26334
mightily	0	2.39	1.2	0	28	1.00	11
mightiness	0	1.83	0.97	1	30	0.97	1
mighty	0	2.61	1.5	0	28	1.00	1355
migraine	0	3.2	1.45	0	30	1.00	95
migrant	0	4.03	1.16	0	30	1.00	13
migrate	0	3.15	1.22	0	26	1.00	21
migration	0	3.55	1.35	0	29	1.00	33
migratory	0	2.73	1.44	0	30	1.00	14
mike	0	4.65	0.89	1	27	0.96	5707
mild	0	2.48	1.18	0	29	1.00	245
milder	0	2.21	1.11	1	30	0.97	5
mildew	0	4.57	0.69	0	28	1.00	22
mildly	0	2.04	1.35	1	29	0.97	68
mildness	0	2	0.85	0	29	1.00	3
mile	0	3.63	1.42	0	27	1.00	1071
mileage	0	3.47	1.43	0	30	1.00	101
milepost	0	4.5	1.17	3	29	0.90	1
miles	0	3.61	1.37	0	28	1.00	4500
milestone	0	3.22	1.45	1	28	0.96	36
militant	0	2.62	1.29	0	29	1.00	45
militantly	0	2.42	0.93	3	27	0.89	0
militarily	0	2.17	1.34	2	25	0.92	15
militarism	0	2.07	1.11	3	30	0.90	5
militaristic	0	2.29	1.44	1	29	0.97	6
militarization	0	2.2	1.44	2	27	0.93	1
militarize	0	2.44	1.23	2	27	0.93	1
military	0	4	1.13	0	31	1.00	2103
militia	0	4	1.2	0	30	1.00	115
militiaman	0	3.56	1.47	2	27	0.93	0
milk	0	4.92	0.39	7	5900	1.00	2169
milker	0	4.04	0.96	1	29	0.97	1
milking	0	4.07	1.36	0	29	1.00	71
milkmaid	0	4.74	0.66	0	27	1.00	19
milkman	0	4.61	1.07	0	28	1.00	48
milkshake	0	4.97	0.18	0	30	1.00	42
milkweed	0	4.62	0.7	2	28	0.93	1
milky	0	3.52	1.34	0	27	1.00	95
mill	0	4.72	0.7	0	29	1.00	486
milled	0	2.88	1.59	2	27	0.93	1
millennia	0	2.59	1.5	0	27	1.00	20
millennial	0	1.96	1.31	1	27	0.96	1
millennium	0	2.63	1.47	0	30	1.00	219
miller	0	3.88	1.13	2	27	0.93	1165
millet	0	3.88	1.39	4	28	0.86	16
milligram	0	3.61	1.66	0	28	1.00	28
milliliter	0	3.96	1.4	1	26	0.96	2
millimeter	0	4.38	0.94	0	29	1.00	70
milling	0	3.46	1.3	4	30	0.87	15
million	0	2.9	1.6	0	30	1.00	6145
millionaire	0	3.6	1.68	0	25	1.00	291
millions	0	3.59	1.38	0	29	1.00	1147
millionth	0	2.7	1.37	0	30	1.00	29
millipede	0	4.77	0.86	2	28	0.93	0
millisecond	0	2.69	1.44	0	29	1.00	13
millstone	0	3.92	1.38	1	27	0.96	20
millwork	0	4.07	1.14	2	29	0.93	0
millworker	0	4.64	0.91	1	29	0.97	0
mime	0	4.5	1	0	28	1.00	58
mimic	0	3.22	1.31	0	27	1.00	40
mimicker	0	3.46	1.5	0	28	1.00	0
mimicry	0	3	1.41	2	30	0.93	4
mimosa	0	4.62	0.9	4	30	0.87	18
mince	0	4	1.25	1	29	0.97	27
minced	0	4.04	1.14	0	28	1.00	4
mincemeat	0	4.36	1.19	2	27	0.93	22
mincer	0	3.96	1.17	2	30	0.93	0
mincing	0	4	1.47	0	27	1.00	14
mind	0	2.5	1.39	0	26	1.00	24715
mindblower	0	2.08	1.25	2	26	0.92	1
minded	0	1.79	1.24	0	29	1.00	71
mindful	0	1.48	0.65	0	25	1.00	25
mindfully	0	1.69	1.09	2	28	0.93	0
mindfulness	0	2.21	1.37	0	28	1.00	0
minding	0	1.8	0.92	0	30	1.00	130
mindless	0	1.63	1.01	0	27	1.00	87
mindlessly	0	1.69	1.28	0	29	1.00	3
mindlessness	0	2.04	1.14	0	28	1.00	0
mindset	0	1.55	0.87	0	29	1.00	18
mine	0	3.56	1.85	0	27	1.00	12800
minefield	0	4.43	0.88	2	30	0.93	52
miner	0	4.3	0.99	0	30	1.00	74
mineral	0	4.41	0.95	0	29	1.00	132
mineralization	0	2.63	1.25	0	30	1.00	0
mineralize	0	2.7	1.41	4	31	0.87	0
mineralogist	0	4.15	1.03	0	27	1.00	0
mineralogy	0	2.59	1.32	0	29	1.00	1
mines	0	4.7	0.61	0	27	1.00	316
mineshaft	0	4.61	0.84	0	31	1.00	0
minesweeper	0	4.17	1.23	0	30	1.00	7
minesweeping	0	3.4	1.29	4	29	0.86	1
mineworker	0	4.61	0.79	1	29	0.97	0
mingle	0	3.17	1.49	0	29	1.00	137
mini	0	2.89	1.31	0	28	1.00	184
miniature	0	3.46	1.26	0	28	1.00	128
miniaturist	0	3	1.67	3	29	0.90	0
miniaturization	0	2.83	1.37	0	30	1.00	9
miniaturize	0	2.6	1.38	2	27	0.93	5
minibar	0	4.85	0.37	0	26	1.00	52
minibus	0	4.55	0.91	4	26	0.85	28
minicomputer	0	4.5	0.94	0	30	1.00	0
minidress	0	4.79	0.62	0	29	1.00	0
minilab	0	4.52	0.71	4	29	0.86	0
minimal	0	2	1.13	1	30	0.97	110
minimalism	0	1.89	1.23	1	29	0.97	0
minimalist	0	2.55	1.59	1	30	0.97	9
minimally	0	2.09	1.31	0	23	1.00	3
minimization	0	2.42	1.18	0	31	1.00	0
minimize	0	2.37	1.25	0	30	1.00	54
minimum	0	2.25	1.4	0	28	1.00	415
mining	0	4.03	1.05	0	29	1.00	161
minion	0	3.11	1.53	1	28	0.96	47
miniscule	0	2.62	1.47	1	27	0.96	11
miniseries	0	3.68	1.36	2	30	0.93	9
miniskirt	0	4.81	0.48	0	27	1.00	19
minister	0	4.22	1.12	2	29	0.93	941
ministry	0	3.21	1.5	0	29	1.00	196
minivan	0	4.92	0.27	0	26	1.00	81
mink	0	4.58	0.99	0	26	1.00	189
minnow	0	4.84	0.37	1	26	0.96	14
minor	0	2.61	1.4	1	29	0.97	654
minority	0	2.65	1.41	0	26	1.00	113
minstrel	0	4.11	1.37	1	28	0.96	28
mint	0	4.54	1	0	28	1.00	277
minty	0	4.11	1.12	0	27	1.00	25
minuet	0	3.33	1.46	3	27	0.89	15
minus	0	2.37	1.5	1	28	0.96	401
minuscule	0	2.67	1.18	1	28	0.96	13
minute	0	3.04	1.65	0	27	1.00	19252
minutely	0	1.79	0.74	0	28	1.00	3
minuteman	0	3.88	1.28	1	27	0.96	12
minuteness	0	1.93	0.98	1	29	0.97	1
miracle	0	1.96	1.5	0	28	1.00	1359
miraculous	0	1.93	1.15	0	28	1.00	107
miraculously	0	1.81	1.14	2	29	0.93	44
mirage	0	3.32	1.42	0	28	1.00	79
mirror	0	4.97	0.18	0	31	1.00	1233
mirrored	0	3.5	1.43	0	30	1.00	23
mirth	0	2.83	1.61	3	27	0.89	11
misaddress	0	2.38	1.31	3	27	0.89	0
misadjust	0	2	1.15	3	25	0.88	0
misadministration	0	1.81	1.13	3	29	0.90	0
misadventure	0	1.76	0.95	0	29	1.00	10
misadvise	0	1.89	0.92	0	28	1.00	0
misadvised	0	1.58	0.99	1	27	0.96	0
misalignment	0	3.04	1.26	1	28	0.96	1
misallocation	0	2	1.02	3	29	0.90	1
misanthropic	0	1.69	1.05	3	29	0.90	5
misanthropically	0	1.63	0.93	4	31	0.87	0
misanthropy	0	1.48	0.85	4	27	0.85	1
misapplication	0	2.24	1.24	0	29	1.00	1
misapply	0	2.04	1.08	2	28	0.93	0
misapprehend	0	2.07	1.17	0	30	1.00	0
misapprehension	0	1.57	0.74	2	30	0.93	8
misappropriate	0	1.85	0.95	0	27	1.00	0
misappropriation	0	1.59	1.01	0	27	1.00	2
misarrange	0	2.61	1.4	2	30	0.93	0
misarrangement	0	2	1.15	1	26	0.96	0
misattribute	0	1.7	1.15	2	25	0.92	0
misattribution	0	2	1	4	29	0.86	0
misbehave	0	2.07	0.94	0	28	1.00	30
misbehavior	0	1.8	0.92	0	30	1.00	5
misbelieve	0	1.84	1.14	4	29	0.86	0
misbeliever	0	1.81	1.13	4	30	0.87	1
misbrand	0	2	1.1	3	29	0.90	0
miscalculate	0	1.86	1.21	0	28	1.00	2
miscalculation	0	2.31	1.44	0	26	1.00	23
miscarriage	0	3.11	1.31	0	28	1.00	58
miscarry	0	2.97	1.43	0	29	1.00	5
miscellaneous	0	2.04	1.3	0	24	1.00	22
miscellaneously	0	2	1.19	2	27	0.93	0
mischaracterization	0	1.72	1.03	0	29	1.00	0
mischaracterize	0	1.78	0.93	2	29	0.93	0
mischarge	0	2.86	1.3	2	30	0.93	0
mischief	0	1.9	1.03	0	30	1.00	107
mischievous	0	2.37	1.36	0	27	1.00	22
mischievously	0	1.88	0.99	0	26	1.00	0
mischievousness	0	2	1.22	0	29	1.00	1
misclassification	0	2.28	1.17	1	26	0.96	0
misclassify	0	2.04	1.08	1	27	0.96	0
miscommunication	0	2.17	1.28	0	29	1.00	15
miscomprehend	0	1.71	0.86	0	24	1.00	0
miscomprehension	0	2.04	1.1	1	29	0.97	0
miscomputation	0	2.04	1.1	3	28	0.89	0
miscompute	0	2.3	1.43	2	25	0.92	0
misconceive	0	1.78	1.09	1	24	0.96	0
misconception	0	1.93	0.94	0	28	1.00	22
misconduct	0	2.19	1.14	0	27	1.00	40
misconstruction	0	2.21	1.28	3	27	0.89	0
misconstrue	0	1.58	0.81	0	31	1.00	5
miscount	0	2.72	1.6	0	29	1.00	0
miscreant	0	2.7	1.46	4	27	0.85	12
misdeal	0	2.7	1.66	4	27	0.85	5
misdeed	0	2.3	1.14	3	30	0.90	1
misdemeanor	0	2.48	1.6	0	27	1.00	73
misdiagnose	0	2.39	1.43	1	32	0.97	3
misdiagnosis	0	2.26	1.4	1	28	0.96	2
misdirect	0	2.29	1.27	0	24	1.00	12
misdirection	0	2.27	1.16	2	24	0.92	24
misdoing	0	1.85	1.01	2	28	0.93	0
misemploy	0	1.76	1.01	3	28	0.89	0
miser	0	2.36	1.38	4	29	0.86	25
miserable	0	1.97	1.19	0	30	1.00	1096
miserably	0	2.07	1.33	0	29	1.00	54
misery	0	2.04	1.51	0	27	1.00	526
misfile	0	3.28	1.46	3	28	0.89	1
misfire	0	3.31	1.26	0	29	1.00	21
misfit	0	2.72	1.49	0	25	1.00	30
misfortunately	0	1.31	0.55	3	29	0.90	1
misfortune	0	2.07	1.1	0	29	1.00	136
misgauge	0	2.04	1.04	2	30	0.93	0
misgiving	0	1.83	0.92	0	24	1.00	3
misgovern	0	1.65	0.78	3	26	0.88	0
misguidance	0	1.58	0.81	1	27	0.96	1
misguide	0	1.96	1.22	3	30	0.90	1
misguided	0	2.08	1.19	0	25	1.00	85
misguidedly	0	1.52	0.7	1	28	0.96	0
misguiding	0	1.67	0.78	0	27	1.00	0
mishandle	0	2.75	1.29	0	24	1.00	0
mishap	0	2.5	1.02	0	32	1.00	53
mishear	0	2.65	1.35	2	22	0.91	2
misheard	0	2.82	1.47	2	30	0.93	6
mishmash	0	2.08	1.2	2	28	0.93	6
misidentification	0	2.14	1.38	1	29	0.97	2
misidentify	0	2.63	1.11	1	28	0.96	1
misimpression	0	1.62	0.71	4	28	0.86	0
misinform	0	1.77	1.14	0	26	1.00	0
misinformation	0	2.23	1.24	1	27	0.96	14
misinterpret	0	2.03	1.27	0	29	1.00	17
misinterpretation	0	1.91	1.2	0	23	1.00	4
misjudge	0	1.8	1.06	0	30	1.00	13
misjudgment	0	2	1	2	27	0.93	1
mislabel	0	3.17	1.42	0	29	1.00	1
mislay	0	2.42	1.39	3	29	0.90	3
mislead	0	2.41	1.3	0	29	1.00	38
misleading	0	1.76	1.15	0	29	1.00	43
misleadingly	0	1.64	0.87	1	29	0.97	0
misled	0	1.96	1.22	0	27	1.00	48
mismanage	0	1.82	1.09	0	28	1.00	3
mismanagement	0	1.84	1.24	0	31	1.00	7
mismatch	0	3	1.24	0	31	1.00	11
mismatched	0	3.08	1.49	0	26	1.00	11
misogynist	0	2.7	1.33	4	27	0.85	8
misperceive	0	1.93	0.92	1	28	0.96	0
misperception	0	1.66	0.81	0	29	1.00	5
misplace	0	2.52	1.19	0	27	1.00	23
misplacement	0	2.23	1.21	1	27	0.96	0
misprint	0	3.69	1.28	1	30	0.97	14
mispronounce	0	2.63	1.38	0	30	1.00	9
mispronunciation	0	2.54	1.5	0	28	1.00	0
misquotation	0	2.33	1.54	1	28	0.96	0
misquote	0	2.35	1.43	1	32	0.97	4
misread	0	2.07	1.17	0	27	1.00	44
misrecognition	0	1.64	1.03	2	30	0.93	0
misreport	0	2.46	1.39	1	27	0.96	0
misrepresent	0	1.41	0.68	0	29	1.00	5
misrepresentation	0	1.55	0.87	0	29	1.00	4
misrepresentative	0	1.69	1.01	2	28	0.93	0
misrule	0	1.92	1.06	2	28	0.93	1
miss	0	2.54	1.5	0	28	1.00	23850
misshape	0	2.71	1.3	0	28	1.00	0
misshapen	0	3	1.36	1	29	0.97	15
misshapenness	0	2.07	1.09	0	28	1.00	0
missile	0	4.83	0.38	0	29	1.00	670
missing	0	2.57	1.5	0	30	1.00	4484
mission	0	2.9	1.52	0	29	1.00	2400
missionary	0	3.71	1.32	0	31	1.00	109
misspeak	0	2.81	1.18	2	29	0.93	1
misspell	0	3.29	1.74	0	28	1.00	3
misspelling	0	3.19	1.47	0	27	1.00	0
misspend	0	2.35	1.32	3	29	0.90	0
misspent	0	2.21	1.26	1	29	0.97	10
misspoken	0	2.12	1.08	1	25	0.96	3
misstate	0	1.96	1.4	3	29	0.90	0
misstatement	0	2.15	1.13	0	27	1.00	0
misstep	0	3.21	1.32	1	30	0.97	10
mist	0	4.51	0.88	9	5870	1.00	181
mistakable	0	1.87	0.97	0	30	1.00	0
mistakably	0	1.67	0.78	2	29	0.93	0
mistake	0	1.97	1	0	30	1.00	5200
mistaken	0	1.72	0.8	0	29	1.00	654
mistakenly	0	1.93	1.09	0	28	1.00	33
mistaking	0	2.17	1.21	0	30	1.00	43
misted	0	3.46	1.36	1	27	0.96	0
mister	0	3.15	1.59	0	26	1.00	2326
mistflower	0	3.61	1.64	4	27	0.85	0
mistiness	0	3.22	1.34	0	27	1.00	0
mistletoe	0	4.85	0.36	0	27	1.00	98
mistook	0	2.24	1.15	0	29	1.00	79
mistranslate	0	2.07	1.16	1	30	0.97	0
mistranslation	0	2.54	1.5	3	29	0.90	1
mistreat	0	2.47	1.25	0	30	1.00	15
mistreatment	0	2.29	1.36	1	29	0.97	15
mistress	0	4.22	1.04	0	23	1.00	606
mistrial	0	2.12	1.14	2	28	0.93	59
mistrust	0	2.04	1.04	0	28	1.00	32
mistrustful	0	1.93	0.98	0	30	1.00	3
mistrustfully	0	1.48	0.8	0	27	1.00	0
mistrustfulness	0	1.68	1.03	4	29	0.86	0
mistrusting	0	1.46	0.79	1	29	0.97	1
misty	0	3.37	1.24	0	27	1.00	80
misunderstand	0	1.85	1.26	1	28	0.96	168
misunderstanding	0	1.97	1.13	0	30	1.00	422
misunderstood	0	2.18	1.42	0	28	1.00	283
misusage	0	1.46	0.74	2	30	0.93	0
misuse	0	2.07	1.17	0	30	1.00	28
miswrite	0	2.31	1.09	3	29	0.90	0
mite	0	4.3	1.11	2	25	0.92	60
mitigate	0	2.16	1.14	3	28	0.89	21
mitigating	0	2.5	1.35	4	28	0.86	31
mitigation	0	2	1.12	2	27	0.93	3
mitochondria	0	3.26	1.6	3	26	0.88	2
mitochondrial	0	3.7	1.33	3	26	0.88	1
mitosis	0	3.39	1.45	2	30	0.93	9
mitt	0	4.76	0.58	0	29	1.00	70
mitten	0	4.89	0.32	1	28	0.96	23
mix	0	3.82	1.22	0	28	1.00	834
mixable	0	2.87	1.32	0	23	1.00	0
mixed	0	3.03	1.45	0	29	1.00	1090
mixer	0	4.33	1.04	1	28	0.96	55
mixture	0	3.79	1.15	0	29	1.00	126
moan	0	3.72	1.31	0	25	1.00	96
moaner	0	3.26	1.56	1	28	0.96	1
moaning	0	3.76	1.3	0	29	1.00	245
moat	0	4.69	0.62	1	27	0.96	60
mob	0	3.88	1.28	1	27	0.96	660
mobile	0	2.93	1.49	0	27	1.00	381
mobility	0	2.2	0.96	0	30	1.00	35
mobilization	0	2.3	1.3	0	27	1.00	19
mobilize	0	2.62	1.01	0	29	1.00	52
mobilizer	0	3	1.54	1	29	0.97	0
mobster	0	4.13	1.25	0	30	1.00	43
moccasin	0	4.78	0.51	0	27	1.00	2
mocha	0	4.74	0.53	0	27	1.00	66
mock	0	2.43	1.37	0	28	1.00	274
mocker	0	2.74	1.53	0	27	1.00	5
mockery	0	2.33	1.39	0	27	1.00	94
mockingbird	0	4.75	0.84	1	29	0.97	60
mockup	0	3.41	1.28	2	29	0.93	6
mode	0	2.46	1.45	0	26	1.00	263
model	0	4.53	0.9	0	30	1.00	1635
modeler	0	3.67	1.14	1	28	0.96	0
modeless	0	1.88	1.23	2	26	0.92	0
modeling	0	3.48	1.18	0	29	1.00	185
modem	0	4.29	1.21	0	28	1.00	55
moderate	0	1.97	0.98	0	29	1.00	63
moderated	0	2.44	1.25	0	27	1.00	2
moderately	0	2	1.02	0	26	1.00	34
moderateness	0	2.3	1.3	2	29	0.93	0
moderation	0	1.9	0.88	0	30	1.00	37
moderator	0	4.12	1.09	0	25	1.00	8
modern	0	2.31	1.23	0	26	1.00	930
modernism	0	2.12	1.37	1	27	0.96	2
modernist	0	2.26	1.2	1	28	0.96	0
modernistic	0	1.84	1.07	1	26	0.96	2
modernization	0	2.41	1.31	0	27	1.00	5
modernize	0	2.46	1.32	0	28	1.00	6
modernly	0	1.66	0.77	1	30	0.97	0
modest	0	2.21	1.2	0	28	1.00	300
modestly	0	1.93	1	0	29	1.00	23
modesty	0	2.23	1.33	0	30	1.00	90
modifiability	0	2.19	1.42	0	27	1.00	0
modifiable	0	2.11	1.19	0	27	1.00	0
modification	0	2.79	1.26	0	28	1.00	43
modified	0	2.52	1.27	0	29	1.00	100
modifier	0	2.41	1.34	2	29	0.93	2
modify	0	2.55	1.43	0	29	1.00	50
modular	0	2.75	1.46	2	30	0.93	8
modularity	0	1.59	0.8	3	30	0.90	1
modulate	0	2.52	1.48	2	27	0.93	5
modulation	0	2.64	1.31	1	29	0.97	7
modulator	0	3.27	1.56	2	28	0.93	7
module	0	3.93	1.41	0	30	1.00	136
mogul	0	4.04	1.31	3	28	0.89	47
moist	0	4	0.98	0	28	1.00	92
moisten	0	3.48	1.5	0	29	1.00	4
moistener	0	3.96	1.24	1	26	0.96	0
moistly	0	3.29	1.37	3	27	0.89	0
moistness	0	3.5	1.39	0	26	1.00	0
moisture	0	4.07	1.09	0	28	1.00	62
moisturize	0	3.04	1.37	0	28	1.00	5
moisturizer	0	4.67	0.71	0	30	1.00	24
moisturizing	0	3.41	1.15	0	29	1.00	7
molar	0	4.83	0.48	1	25	0.96	26
molasses	0	4.84	0.45	0	31	1.00	52
mold	0	4.85	0.46	0	27	1.00	219
moldable	0	2.56	1.22	1	28	0.96	0
moldiness	0	3.79	0.92	1	29	0.97	0
molding	0	4.39	0.92	0	28	1.00	37
moldy	0	3.93	1.28	0	30	1.00	30
mole	0	4.41	1.05	0	27	1.00	411
molecular	0	3.09	1.41	1	24	0.96	134
molecularly	0	2	1.33	2	29	0.93	0
molecule	0	3.27	1.43	0	26	1.00	40
molehill	0	4.64	0.83	1	29	0.97	15
moleskin	0	4.21	1.22	4	28	0.86	1
molest	0	3.03	1.52	0	29	1.00	31
molestation	0	2.74	1.26	0	27	1.00	18
molester	0	3.59	1.6	1	28	0.96	43
mollusk	0	4.67	1.07	2	29	0.93	8
molten	0	3.2	1.32	0	30	1.00	59
mom	0	4.4	1.04	0	30	1.00	21950
moment	0	1.61	1.1	1	29	0.97	9539
momentarily	0	2.07	1.22	1	30	0.97	81
momentary	0	1.93	1.3	0	27	1.00	56
momentous	0	1.7	0.87	2	29	0.93	36
momentously	0	1.44	0.58	1	28	0.96	1
momentum	0	2.5	1.58	0	28	1.00	87
momma	0	4.29	1.12	2	26	0.92	412
mommy	0	4.07	1.05	0	30	1.00	3617
monarch	0	4.14	1.27	0	29	1.00	42
monarchial	0	2.43	1.24	1	24	0.96	0
monarchical	0	1.65	0.98	4	30	0.87	2
monarchist	0	2.92	1.55	2	27	0.93	1
monarchy	0	2.55	1.68	0	29	1.00	34
monastery	0	4.75	0.59	0	28	1.00	189
monastic	0	2.21	1.28	3	27	0.89	4
monday	0	2.25	1.45	0	24	1.00	1698
monetarily	0	2.69	1.34	1	30	0.97	1
monetary	0	2.96	1.43	0	27	1.00	52
monetize	0	2.44	1.28	1	28	0.96	2
money	0	4.54	0.84	0	28	1.00	32679
moneybag	0	4.65	0.8	2	28	0.93	4
moneybags	0	3.85	1.22	1	27	0.96	13
moneybox	0	4.62	0.8	3	29	0.90	0
moneygrubber	0	2.89	1.37	0	28	1.00	0
moneylender	0	4.43	0.9	0	30	1.00	4
moneyless	0	3.4	1.63	1	26	0.96	0
moneymaker	0	3.14	1.41	1	29	0.97	19
moneymaking	0	2.64	1.39	0	28	1.00	4
moneyman	0	3.55	1.3	3	25	0.88	2
moneysaving	0	2.3	1.1	1	28	0.96	0
moneywise	0	2.33	1.24	0	27	1.00	3
mongoose	0	4.89	0.31	1	29	0.97	33
mongrel	0	3.8	1.26	2	27	0.93	44
moniker	0	3.65	1.35	4	30	0.87	16
monitor	0	3.65	1.35	0	26	1.00	669
monk	0	4.35	1.16	0	26	1.00	376
monkey	0	4.9	0.31	0	30	1.00	1709
monkeylike	0	2.63	1.24	1	28	0.96	0
monkfish	0	4.63	0.93	3	30	0.90	2
monkhood	0	2.32	1.44	1	29	0.97	0
monkish	0	2.32	1.22	4	29	0.86	0
mono	0	2.04	1.12	2	26	0.92	37
monochromatic	0	3.26	1.56	1	28	0.96	8
monochromatically	0	2.65	1.6	1	27	0.96	0
monochrome	0	3.27	1.34	0	30	1.00	4
monochromic	0	3.38	1.42	3	29	0.90	0
monocle	0	3.87	1.52	2	25	0.92	11
monocular	0	2.76	1.51	4	29	0.86	0
monofilament	0	3.83	1.44	4	27	0.85	2
monogamist	0	3.24	1.27	1	30	0.97	4
monogamous	0	2.58	1.39	1	27	0.96	42
monogamy	0	1.7	1.12	0	30	1.00	46
monogenetic	0	2.38	1.42	3	29	0.90	0
monogram	0	4.57	0.74	1	29	0.97	14
monogrammed	0	3.75	1.43	1	29	0.97	30
monograph	0	3.67	1.66	3	30	0.90	7
monohydrate	0	2.83	1.56	4	27	0.85	0
monohydrated	0	2.6	1.35	3	28	0.89	0
monolingual	0	2.39	1.4	1	29	0.97	0
monolithic	0	2.65	1.4	3	26	0.88	4
monologue	0	3.3	1.46	0	27	1.00	58
mononucleosis	0	3.58	1.5	1	27	0.96	5
monophonic	0	2.36	1.22	3	28	0.89	0
monopolist	0	2.96	1.4	3	28	0.89	1
monopolization	0	1.96	1.06	0	25	1.00	0
monopolize	0	2.2	1.15	0	25	1.00	14
monopoly	0	2.69	1.54	0	29	1.00	141
monorail	0	4.71	0.66	1	29	0.97	5
monosyllabic	0	3.32	1.59	2	24	0.92	5
monosyllable	0	2.89	1.73	0	28	1.00	2
monotheism	0	2.07	1.44	1	30	0.97	2
monotheist	0	2.85	1.64	3	29	0.90	0
monotone	0	3.07	1.27	0	28	1.00	5
monotonous	0	1.55	0.87	1	30	0.97	43
monotonously	0	2.3	1.2	0	27	1.00	0
monotonousness	0	2	1.15	2	30	0.93	0
monotony	0	1.79	1.06	2	26	0.92	17
monotype	0	3	1.6	2	28	0.93	0
monoxide	0	2.9	1.54	0	29	1.00	58
monsieur	0	3.54	1.48	2	30	0.93	1585
monsignor	0	3.42	1.47	4	28	0.86	111
monsoon	0	4.48	0.99	0	29	1.00	40
monster	0	3.72	1.31	0	29	1.00	1982
monstrosity	0	2.4	1.3	0	30	1.00	38
monstrous	0	2.48	1.31	0	27	1.00	122
monstrously	0	2.04	1.09	1	28	0.96	5
monstrousness	0	2.31	1.19	3	29	0.90	0
montage	0	2.93	1.46	1	29	0.97	57
month	0	4.2	0.96	0	30	1.00	4854
monthly	0	3.57	1.53	0	28	1.00	152
monument	0	4.58	0.87	16	5871	1.00	117
monumental	0	2.28	1.36	0	29	1.00	54
monumentality	0	1.62	0.77	4	28	0.86	0
monumentalize	0	1.86	0.8	1	29	0.97	0
monumentally	0	1.8	1.1	0	30	1.00	21
moo	0	3.4	1.59	0	30	1.00	106
mooch	0	2.28	1.24	0	25	1.00	45
moocher	0	2.71	1.18	0	28	1.00	14
mood	0	1.75	0.97	0	28	1.00	1736
moodily	0	1.57	1.04	4	27	0.85	2
moodiness	0	2	1.04	0	27	1.00	4
moody	0	2.36	1.25	0	25	1.00	115
mooing	0	3.89	1.34	2	29	0.93	12
moon	0	4.9	0.31	0	29	1.00	2548
moonbeam	0	3.81	1.33	1	27	0.96	38
mooned	0	4	1.13	1	27	0.96	13
mooning	0	3.52	1.44	4	27	0.85	33
moonless	0	3.41	1.31	3	30	0.90	4
moonlight	0	4.43	0.96	0	28	1.00	354
moonlighted	0	2.96	1.19	1	28	0.96	5
moonlighter	0	3.08	1.26	3	28	0.89	3
moonlighting	0	2.84	1.34	0	31	1.00	31
moonlike	0	2.85	1.29	1	28	0.96	0
moonlit	0	3.48	1.31	0	27	1.00	28
moonrise	0	4	1.5	2	28	0.93	9
moonscape	0	3.81	1.27	1	28	0.96	3
moonshine	0	4.46	1	0	28	1.00	49
moonshiner	0	3.92	1.26	2	28	0.93	4
moonstone	0	4.92	0.27	1	27	0.96	6
moonwalk	0	3.86	1.51	1	29	0.97	32
moonwalker	0	3.64	1.34	1	29	0.97	0
moonward	0	3.22	1.17	4	27	0.85	0
moors	0	3.71	1.49	4	28	0.86	57
moose	0	4.97	0.19	0	29	1.00	282
moot	0	1.71	1.01	2	30	0.93	60
mop	0	4.97	0.18	0	30	1.00	211
mope	0	2.17	1.17	1	30	0.97	34
moped	0	3.26	1.53	0	27	1.00	23
moping	0	2.77	1.37	1	27	0.96	65
moral	0	1.69	1.12	1	27	0.96	689
morale	0	1.85	1.1	1	28	0.96	210
moralist	0	2.67	1.4	3	27	0.89	6
moralistic	0	1.9	1.01	0	29	1.00	1
moralistically	0	1.39	0.72	2	25	0.92	0
morality	0	1.47	0.97	0	30	1.00	189
moralization	0	1.63	1.08	2	29	0.93	0
moralize	0	1.36	0.91	2	27	0.93	1
moralizer	0	1.96	1.04	4	30	0.87	0
morally	0	1.4	0.81	0	30	1.00	100
morals	0	1.31	0.6	0	29	1.00	149
moratorium	0	2.12	1.23	4	28	0.86	14
morbid	0	2.14	1.36	0	29	1.00	132
morbidity	0	2.47	1.36	0	30	1.00	5
morbidly	0	1.76	0.87	1	30	0.97	8
more	0	2.37	1.39	0	27	1.00	66228
moreover	0	2	1.28	1	29	0.97	63
morgue	0	4.62	0.92	0	24	1.00	440
mormon	0	3.85	1.49	0	27	1.00	115
morning	0	3.44	1.5	0	27	1.00	22389
mornings	0	3.65	1.32	0	26	1.00	168
morocco	0	4	1.31	3	26	0.88	120
moron	0	2.8	1.3	0	30	1.00	754
moronic	0	1.89	0.93	0	27	1.00	55
morosely	0	1.64	0.86	2	27	0.93	0
moroseness	0	1.93	1.24	3	30	0.90	0
morph	0	2.7	1.2	3	30	0.90	38
morphine	0	4.5	0.92	0	28	1.00	331
morphing	0	2.66	1.37	0	29	1.00	10
morsel	0	4.19	0.79	0	27	1.00	32
mortal	0	1.96	1.35	0	28	1.00	488
mortality	0	1.46	0.74	0	28	1.00	77
mortally	0	2.15	1.46	0	26	1.00	14
mortar	0	4.48	1.06	0	29	1.00	117
mortarboard	0	4.48	0.85	4	31	0.87	0
mortgage	0	3.14	1.56	0	28	1.00	301
mortician	0	4.3	1.14	1	28	0.96	31
mortification	0	2.38	1.3	2	28	0.93	4
